"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"RT @tmaeleen: this [[bitch]] just blew my high &amp; i was off all of dese drugs...","RT @tmaeleen: this [[chick]] just blew my high &amp; i was off all of dese drugs...",0.006661117076873779,0.7067058086395264,1,2,1,15,"Successful"
"[[RT]] @kxnggerald: unemployed [[niggas]] be having all the [[hoes]] &#128514;&#128546;","[[v]] @kxnggerald: unemployed [[s]] be having all the [[guns]] &#128514;&#128546;",0.23135197162628174,0.850397527217865,1,2,1,135,"Successful"
"[[Looks]] like the #Yankees will be competing with #Boston for the [[East]] cellar this [[year]] #MLB","[[seems]] like the #Yankees will be competing with #Boston for the [[season]] cellar this [[is]] #MLB",0.01446002721786499,0.015839755535125732,2,2,2,55,"Failed"
"I was grown by the time I turned 16 wit only my grandma [[nigguh]]","I was grown by the time I turned 16 wit only my grandma [[survive]]",0.07183527946472168,0.9653005599975586,1,2,1,34,"Successful"
"We need to start having a fantasy team of UT [[hoes]] lol","We need to start having a fantasy team of UT [[p]] lol",0.008543193340301514,0.9867284893989563,1,2,1,38,"Successful"
"Dats y I don't argue wit Dese [[bitches]] lol","Dats y I don't argue wit Dese [[stuff]] lol",0.015805542469024658,0.8875241279602051,1,2,1,38,"Successful"
"RT @SF_LaMasterBoy: Im scared of her...her [[pussy]] too good!! Lol","RT @SF_LaMasterBoy: Im scared of her...her [[scent]] too good!! Lol",0.010747253894805908,0.9697251915931702,1,2,1,50,"Successful"
"[[My]] mom seen my progress report &amp; was like so [[wtf]] is up wit this B bitch wtf do you [[NOT]] see them 7 A's &#128529; tf she just Ungreatful &#9995;","[[our]] mom seen my progress report &amp; was like so [[fucking]] is up wit this B bitch wtf do you [[fucking]] see them 7 A's &#128529; tf she just Ungreatful &#9995;",0.009013116359710693,0.032106637954711914,1,1,1,59,"Failed"
"@Eric_Mariners @chief_peters @LEXXX_RUGER @MANIAC3X @Rodriguez5_ this [[hoe]] wasn't loyal http://t.co/LG83fwLdwp","@Eric_Mariners @chief_peters @LEXXX_RUGER @MANIAC3X @Rodriguez5_ this [[game]] wasn't loyal http://t.co/LG83fwLdwp",0.0444677472114563,0.9599266648292542,1,2,1,51,"Successful"
"We [[ain't]] [[gon]] [[talk]] [[bout]] yo [[partnas]] cuz [[dey]] [[ain't]] [[shit]] like my niccas","We [[al]] [[hate]] [[people]] [[like]] yo [[ass]] cuz [[ol]] [[mean]] [[ies]] like my niccas",0.020230889320373535,0.5258427858352661,1,0,1,213,"Successful"
"RT @LucciVee: Free pancake day at ihop....[[side]] [[bitches]] finna finally get a date out a nigga","RT @LucciVee: Free pancake day at ihop....[[ya]] [[r]] finna finally get a date out a nigga",0.03276115655899048,0.06531614065170288,1,1,1,27,"Failed"
"HAHAHAHA I'm so happy that [[bitch]] just spilt all her coffee everywhere","HAHAHAHA I'm so happy that [[kate]] just spilt all her coffee everywhere",0.00910264253616333,0.8931808471679688,1,2,1,48,"Successful"
"[[Just]] yelled out ""Damn it reeks of weed in there.""([[really]] did) after this stoner fag didn't tip me while a cop was walking by.<SPLIT>[[HAHA]] [[bitches]].","[[also]] yelled out ""Damn it reeks of weed in there.""([[obviously]] did) after this stoner fag didn't tip me while a cop was walking by.<SPLIT>[[al]] [[ar]].",0.0171051025390625,0.26244086027145386,1,1,1,88,"Failed"
"@OLE_VertyBstard Yankee [[noodle]] is [[fucking]] awesome ya bastard.","@OLE_VertyBstard Yankee [[yankees]] is [[freaking]] awesome ya bastard.",0.07797908782958984,0.8903261423110962,1,2,1,56,"Successful"
"You ain't got no job, no diploma, no money, [[bitch]] at your parents when they don't give you money for weed, yet We need to act like adults??","You ain't got no job, no diploma, no money, [[glaring]] at your parents when they don't give you money for weed, yet We need to act like adults??",0.008612453937530518,0.9702351093292236,1,2,1,30,"Successful"
"&#8220;@Benkasso: I'll beat the [[pussy]] up, that's a hook right thur&#8221; &#128064;","&#8220;@Benkasso: I'll beat the [[tiger]] up, that's a hook right thur&#8221; &#128064;",0.007214546203613281,0.9814068078994751,1,2,1,60,"Successful"
"@jehsee_ You got all the [[bitches]] though.","@jehsee_ You got all the [[points]] though.",0.009019434452056885,0.9774511456489563,1,2,1,53,"Successful"
"RT @iadorewomen_: A couple &#128107; is ""[[A]] [[couple]]"" &#128076; Not ""A couple &amp; one"" &#128107;&#128694; [[Not]] ""A couple &[[amp]]; some"" &#128107;&#128582;&#128581;&#128129; Not ""A [[couple]] &amp; plenty"" &#128107; &#128131;&#128131;&#128131;&#128131;&#128131; No hoes No &#8230;","RT @iadorewomen_: A couple &#128107; is ""[[the]] [[twin]]"" &#128076; Not ""A couple &amp; one"" &#128107;&#128694; [[not]] ""A couple &[[amplifier]]; some"" &#128107;&#128582;&#128581;&#128129; Not ""A [[half]] &amp; plenty"" &#128107; &#128131;&#128131;&#128131;&#128131;&#128131; No hoes No &#8230;",0.05591315031051636,0.09648251533508301,1,1,1,70,"Failed"
"RT @Chip216: [[As]] a kid I listened to Nas. He showed me a new [[perspective]] [[coming]] from the ghetto like me. Same with Pimp C &#128081;&#128081;&#128081;","RT @Chip216: [[at]] a kid I listened to Nas. He showed me a new [[way]] [[way]] from the ghetto like me. Same with Pimp C &#128081;&#128081;&#128081;",0.06192827224731445,0.1403515338897705,2,2,2,30,"Failed"
"Caleb needs to stop being a little [[bitch]].","Caleb needs to stop being a little [[defensive]].",0.0076850056648254395,0.9827736616134644,1,2,1,28,"Successful"
"Face only yo [[bitch]] could love http://t.co/OckXAYthAK","Face only yo [[ji]] could love http://t.co/OckXAYthAK",0.007692992687225342,0.9895830154418945,1,2,1,58,"Successful"
"It feels awkward to have the @Yankees [[playing]] against the @Reds. I mean, we all know who [[I'm]] rooting for, but it's [[awkward]].","It feels awkward to have the @Yankees [[fight]] against the @Reds. I mean, we all know who [[i]] rooting for, but it's [[embarrassing]].",0.014860808849334717,0.022455990314483643,2,2,2,54,"Failed"
"@iAM_tRoyal5 @Briscoefunnyguy @I_GotOne @_KaeeJones lmaoooo that [[hoe]] look like &#128058;","@iAM_tRoyal5 @Briscoefunnyguy @I_GotOne @_KaeeJones lmaoooo that [[s]] look like &#128058;",0.0401422381401062,0.8345823287963867,1,2,1,20,"Successful"
"RT @NFLonFOX: Palmer to Fitzgerald - TOUCHDOWN! <SPLIT><SPLIT>[[7-yard]] slant gives Arizona the 7-0 [[lead]].<SPLIT><SPLIT>8 [[plays]], 79 yds","RT @NFLonFOX: Palmer to Fitzgerald - TOUCHDOWN! <SPLIT><SPLIT>[[right]] slant gives Arizona the 7-0 [[job]].<SPLIT><SPLIT>8 [[penalties]], 79 yds",0.014466583728790283,0.0277329683303833,2,2,2,70,"Failed"
"How Paul gonna pick up the ball after a score, and [[bitch]] to thevrefs and the Warriors bench without getting a T?","How Paul gonna pick up the ball after a score, and [[get]] to thevrefs and the Warriors bench without getting a T?",0.010100781917572021,0.9885839223861694,1,2,1,56,"Successful"
"Flag [[bitch]] &#128681;GHAT DAMN... WE NIGHT AS WELL BE PLAYING AGAINST THE [[FLAG]], SHIT!","Flag [[flag]] &#128681;GHAT DAMN... WE NIGHT AS WELL BE PLAYING AGAINST THE [[ground]], SHIT!",0.010944247245788574,0.023812472820281982,1,1,1,46,"Failed"
"I swear y'all broads with a new bitch [[every]] [[month]]....[[I]] cant even get one girlfriend. Maybe something is wrong with me","I swear y'all broads with a new bitch [[any]] [[way]]....[[you]] cant even get one girlfriend. Maybe something is wrong with me",0.006926834583282471,0.009064853191375732,1,1,1,80,"Failed"
"[[Only]] [[bitches]] [[talk]] [[shit]]","[[even]] [[rats]] [[are]] [[green]]",0.01174473762512207,0.9706641435623169,1,2,1,98,"Successful"
"Woke up [[feeling]] like a bitch. [[Gonna]] stop acting like a bitch over some weak shit and [[focus]] on myself now. Its me time bruh","Woke up [[felt]] like a bitch. [[fuck]] stop acting like a bitch over some weak shit and [[shit]] on myself now. Its me time bruh",0.007779896259307861,0.01794874668121338,1,1,1,76,"Failed"
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Facial | Blonde tranny [[whore]] gets rammed and facialized http://t.co/Kd9nU3tmWz","#porn,#android,#iphone,#ipad,#sex,#xxx, | #Facial | Blonde tranny [[s]] gets rammed and facialized http://t.co/Kd9nU3tmWz",0.061077773571014404,0.5333260297775269,1,2,1,20,"Successful"
"when bitches change and [[start]] acting like the nigga they with &[[lt]];&[[lt]];&[[lt]];&[[lt]];&[[lt]];&[[lt]];","when bitches change and [[be]] acting like the nigga they with &[[kill]];&[[ex]];&[[co]];&[[n]];&[[co]];&[[co]];",0.035110652446746826,0.17734330892562866,1,1,1,196,"Failed"
"@laceeybugg [[atleast]] i [[dont]] have dick [[breath]] you [[twat]] licker","@laceeybugg [[uld]] i [[bloody]] have dick [[ie]] you [[bloody]] licker",0.12379634380340576,0.5208448767662048,1,0,1,144,"Successful"
"RT @[[Beyond_Fatal]]: &#8220;@_1nonlykeisha: @Beyond_Fatal my [[bitch]] bruhhh !!!&#8221; My nigga my nigga &#128541;&#128540;&#128536;","RT @[[d]]: &#8220;@_1nonlykeisha: @Beyond_Fatal my [[fucking]] bruhhh !!!&#8221; My nigga my nigga &#128541;&#128540;&#128536;",0.08440053462982178,0.1942790150642395,1,1,1,31,"Failed"
"@DatBoyRayT because if you support lesbians you have to support [[faggots]] there's no difference.","@DatBoyRayT because if you support lesbians you have to support [[girls]] there's no difference.",0.3518527150154114,0.7937155961990356,0,1,0,26,"Successful"
"&#8220;@kirstenkraft: there isn't one song on Blacc Hollywood I dislike.&#8221; Except the song with nicki minaj because that triffling [[bitch]] sucks","&#8220;@kirstenkraft: there isn't one song on Blacc Hollywood I dislike.&#8221; Except the song with nicki minaj because that triffling [[thing]] sucks",0.008138537406921387,0.9700973629951477,1,2,1,58,"Successful"
"RT @tableninemutant: So City Lights is a Charlie Chaplin movie by @007hertzrumble [[http]]://t.co/qYN1Bc7MxS [[via]] @wordpressdotcom","RT @tableninemutant: So City Lights is a Charlie Chaplin movie by @007hertzrumble [[ins]]://t.co/qYN1Bc7MxS [[by]] @wordpressdotcom",0.019812166690826416,0.023034334182739258,2,2,2,145,"Failed"
"Cussed out by a fat redneck on the last day YOLO @ShawnnaSanford @MeganMonday13 @kelsss_lynn &#128514;&#128514;","Cussed out by a fat redneck on the last day YOLO @ShawnnaSanford @MeganMonday13 @kelsss_lynn &#128514;&#128514;",0.7329412698745728,0.7329412698745728,1,1,0,1,"Skipped"
"Mother [[Nature]] hates the [[Yankees]] and [[baseball]]","Mother [[hood]] hates the [[girls]] and [[women]]",0.01915031671524048,0.7877562046051025,2,1,2,108,"Successful"
"RT @TheDouch3: Why would u let ur girl even go to a party without u thats retarded lol u must want to get cheated on","RT @TheDouch3: Why would u let ur girl even go to a party without u thats retarded lol u must want to get cheated on",0.9374701976776123,0.9374701976776123,1,1,2,1,"Skipped"
"Pussy [[gotta]] be trash RT @Adolfhibsta: Her love life is so sad lol RT @[[cqminaj]]: im so [[glad]] khloe k dumped french's ghetto ass","Pussy [[fucking]] be trash RT @Adolfhibsta: Her love life is so sad lol RT @[[trash]]: im so [[d]] khloe k dumped french's ghetto ass",0.024748384952545166,0.0786866545677185,1,1,1,79,"Failed"
"RT @tanishalixpussy: no [[need]] to compete with other women there's only one of me, and shit... im that [[bitch]]","RT @tanishalixpussy: no [[way]] to compete with other women there's only one of me, and shit... im that [[bastard]]",0.008763790130615234,0.018390417098999023,1,1,1,47,"Failed"
"[[That's]] right I'm [[making]] [[brownies]] right now &#128526;&#128523;","[[fucking]] right I'm [[killing]] [[babies]] right now &#128526;&#128523;",0.015811800956726074,0.9941044449806213,2,1,2,89,"Successful"
"me and peter have always been slaying these [[hoes]] http://t.co/jqmil7rJaT","me and peter have always been slaying these [[birds]] http://t.co/jqmil7rJaT",0.010072648525238037,0.9913835525512695,1,2,1,55,"Successful"
"RT @_prettygirl92: Life to short to be walkin round mad at [[bitches]]","RT @_prettygirl92: Life to short to be walkin round mad at [[today]]",0.012591958045959473,0.9753201007843018,1,2,1,35,"Successful"
"RT @AmberrrNicollle: Do loyal bad [[bitches]] exist? Because I want one","RT @AmberrrNicollle: Do loyal bad [[children]] exist? Because I want one",0.008464217185974121,0.9883317947387695,1,2,1,62,"Successful"
"@BeaMiller dumb [[bitch]] stfu","@BeaMiller dumb [[art]] stfu",0.014242947101593018,0.9866293668746948,1,2,1,40,"Successful"
"LMAO Joe was calling whitehouse [[offering]] advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says #morningjoe","LMAO Joe was calling whitehouse [[getting]] advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says #morningjoe",0.5041179656982422,0.712960958480835,2,0,2,37,"Successful"
"Spendin money that we saved, stackin ones like bricks hittin [[bitches]] like Craig, watchin ass CLAP! #MorningStuSesh #10AMinFairview","Spendin money that we saved, stackin ones like bricks hittin [[bastards]] like Craig, watchin ass CLAP! #MorningStuSesh #10AMinFairview",0.02530592679977417,0.5066570043563843,1,1,1,23,"Failed"
"That dude from [[Chicago]] w/ the [[fuzzy]] mustache and bangs, Johnny Love, he's whack. #memoriesofidots","That dude from [[chicago]] w/ the [[ugly]] mustache and bangs, Johnny Love, he's whack. #memoriesofidots",0.02543783187866211,0.36231446266174316,2,2,2,49,"Failed"
"@KILLQuana lmao [[cunt]]","@KILLQuana lmao [[today]]",0.16325438022613525,0.8865004181861877,1,2,1,36,"Successful"
"@TonySinchak [[pussy]] [[pussy]] [[pussy]] [[marijauna]] [[wannnnaaa]]","@TonySinchak [[black]] [[fish]] [[white]] [[fucking]] [[whore]]",0.01422649621963501,0.6690729856491089,1,0,1,119,"Successful"
"So many bitches in one sentence #fixitjesus","So many bitches in one sentence #fixitjesus",0.9912388324737549,0.9912388324737549,1,1,0,1,"Skipped"
"@Helgasfishtales omg! [[I]] don't even know where kimlau sq is...I [[would]] been like,""look a bird!"" then ran for the hills! [[Lol]]","@Helgasfishtales omg! [[you]] don't even know where kimlau sq is...I [[like]] been like,""look a bird!"" then ran for the hills! [[bloody]]",0.015343010425567627,0.06856632232666016,2,2,2,52,"Failed"
"@CabHotties who ever said this is so dumb. My moms a cop &amp; ill have her track you down for being a lil [[bitch]]. Kay bye(:","@CabHotties who ever said this is so dumb. My moms a cop &amp; ill have her track you down for being a lil [[ton]]. Kay bye(:",0.0069879889488220215,0.8571792840957642,1,2,1,42,"Successful"
"@MrMooncricket @AtBlackface @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 [[bitch]] I'm proud to be black, ur a samba","@MrMooncricket @AtBlackface @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 [[t]] I'm proud to be black, ur a samba",0.16606467962265015,0.6388428807258606,1,0,1,20,"Successful"
"RT @LifeAsKing: New [[Orleans]] is still trash","RT @LifeAsKing: New [[shit]] is still trash",0.04025840759277344,0.9959068298339844,2,1,2,56,"Successful"
"[[Freezing]] my nips off out here...","[[pissed]] my nips off out here...",0.41406673192977905,0.9479589462280273,2,1,2,43,"Successful"
"I'd have to go off on a [[bitch]]","I'd have to go off on a [[safety]]",0.006988704204559326,0.988209068775177,1,2,1,34,"Successful"
"@kingjvsh you just did [[bitch]] lol","@kingjvsh you just did [[tell]] lol",0.007470667362213135,0.9726783037185669,1,2,1,18,"Successful"
"RT @FreeFaceRidess: Niggas be waiting for these light skin [[bitches]] to respond to a DM like ... http://t.co/LZLuNyh5Xo","RT @FreeFaceRidess: Niggas be waiting for these light skin [[bastards]] to respond to a DM like ... http://t.co/LZLuNyh5Xo",0.10029906034469604,0.26767468452453613,1,1,1,18,"Failed"
"@[[LowworldsFinest]] @1stblock_thomas man y'all niggas chill man I'm High af [[tho]] . [[Y'all]] niggas [[ain't]] even [[tell]] me who the hoe is &#128564;&#9995;","@[[public]] @1stblock_thomas man y'all niggas chill man I'm High af [[s]] . [[ya]] niggas [[even]] even [[fuck]] me who the hoe is &#128564;&#9995;",0.1666806936264038,0.2707254886627197,1,1,1,65,"Failed"
"@mukeworld @deIukesionaI he has one called ""[[pussy]] pop"" I think it's for cats","@mukeworld @deIukesionaI he has one called ""[[star]] pop"" I think it's for cats",0.010243058204650879,0.9896672368049622,1,2,1,42,"Successful"
"RT @badgalZolanski: [[Retweet]] if ur dick will [[choke]] a [[bitch]] &#128514;","RT @badgalZolanski: [[asked]] if ur dick will [[kill]] a [[jew]] &#128514;",0.03825545310974121,0.5471155643463135,1,0,1,135,"Successful"
"@marclamonthill will you mention why being called nigger is [[wrong]]([[witch]] i [[agree]] with) &amp; bossy is wrong.but being called a pimp is still ok?","@marclamonthill will you mention why being called nigger is [[smart]]([[alright]] i [[guess]] with) &amp; bossy is wrong.but being called a pimp is still ok?",0.42803341150283813,0.5206689834594727,0,1,0,69,"Successful"
"@AllEyesOnKIE &#128514;&#128514;&#128514; real rap fucked that bitch lay up for the [[day]] that's really disrespectful like bitch u couldn't [[feel]] the throw up coming&#128530;","@AllEyesOnKIE &#128514;&#128514;&#128514; real rap fucked that bitch lay up for the [[fuck]] that's really disrespectful like bitch u couldn't [[face]] the throw up coming&#128530;",0.024178802967071533,0.04410356283187866,1,1,1,71,"Failed"
"' Looked at my EX profile and she [[struggling]] with that weak ass niggah &#1041204; God [[Is]] [[Good]] &#1041240;&#1041243;","' Looked at my EX profile and she [[messed]] with that weak ass niggah &#1041204; God [[is]] [[damned]] &#1041240;&#1041243;",0.0777202844619751,0.12438946962356567,1,1,1,32,"Failed"
